Id,Genre,classic,cute,romantic,realistic,expressionnisme,abstract,decoration,grotesque,humor
989,"['decoration', 'humor']",0,0,0,0,0,0,1,0,1
990,"['abstract', 'decoration']",0,0,0,0,0,1,1,0,0
991,"['expressionnisme', 'abstract']",0,0,0,0,1,1,0,0,0
992,"['expressionnisme', 'abstract']",0,0,0,0,1,1,0,0,0
993,"['expressionnisme', 'abstract']",0,0,0,0,1,1,0,0,0
994,"['expressionnisme', 'abstract']",0,0,0,0,1,1,0,0,0
995,"['realistic', 'grotesque']",0,0,0,1,0,0,0,1,0
996,"['realistic', 'grotesque']",0,0,0,1,0,0,0,1,0
997,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
998,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
999,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1000,"['realistic', 'humor']",0,0,0,1,0,0,0,0,1
1001,"['romantic', 'expressionnisme']",0,0,1,0,1,0,0,0,0
1002,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1003,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1004,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1005,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1006,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1007,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1008,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1009,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1010,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1011,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1012,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1013,"['cute', 'decoration']",0,1,0,0,0,0,1,0,0
1014,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1015,"['cute', 'expressionnisme']",0,1,0,0,1,0,0,0,0
1016,['cute'],0,1,0,0,0,0,0,0,0
1017,"['grotesque', 'humor']",0,0,0,0,0,0,0,1,1
1018,"['grotesque', 'humor']",0,0,0,0,0,0,0,1,1
1019,"['grotesque', 'humor']",0,0,0,0,0,0,0,1,1
1020,"['grotesque', 'humor']",0,0,0,0,0,0,0,1,1
1021,"['grotesque', 'humor']",0,0,0,0,0,0,0,1,1
1022,"['grotesque', 'humor']",0,0,0,0,0,0,0,1,1
1023,"['grotesque', 'humor']",0,0,0,0,0,0,0,1,1
1024,"['grotesque', 'humor']",0,0,0,0,0,0,0,1,1
1025,"['expressionnisme', 'humor']",0,0,0,0,1,0,0,0,1
1026,"['grotesque', 'humor']",0,0,0,0,0,0,0,1,1
1027,"['romantic', 'expressionnisme']",0,0,1,0,1,0,0,0,0
1028,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1029,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1030,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1031,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1032,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1033,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1034,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1035,"['classic', 'cute']",1,1,0,0,0,0,0,0,0
1036,"['cute', 'abstract']",0,1,0,0,0,1,0,0,0
1037,"['cute', 'expressionnisme']",0,1,0,0,1,0,0,0,0
1038,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1039,"['classic', 'cute']",1,1,0,0,0,0,0,0,0
1040,"['classic', 'romantic']",1,0,1,0,0,0,0,0,0
1041,"['cute', 'expressionnisme']",0,1,0,0,1,0,0,0,0
1042,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1043,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1044,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1045,"['realistic', 'decoration']",0,0,0,1,0,0,1,0,0
1046,['cute'],0,1,0,0,0,0,0,0,0
1047,['expressionnisme'],0,0,0,0,1,0,0,0,0
1048,['romantic'],0,0,1,0,0,0,0,0,0
1049,['humor'],0,0,0,0,0,0,0,0,1
1050,['humor'],0,0,0,0,0,0,0,0,1
1051,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1052,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1053,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1054,['decoration'],0,0,0,0,0,0,1,0,0
1055,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1056,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1057,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1058,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1059,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1060,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1061,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1062,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1063,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1064,['romantic'],0,0,1,0,0,0,0,0,0
1065,"['expressionnisme', 'grotesque']",0,0,0,0,1,0,0,1,0
1066,"['expressionnisme', 'humor']",0,0,0,0,1,0,0,0,1
1067,"['romantic', 'expressionnisme']",0,0,1,0,1,0,0,0,0
1068,"['romantic', 'expressionnisme']",0,0,1,0,1,0,0,0,0
1069,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1070,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1071,['cute'],0,1,0,0,0,0,0,0,0
1072,['cute'],0,1,0,0,0,0,0,0,0
1073,['romantic'],0,0,1,0,0,0,0,0,0
1074,"['romantic', 'expressionnisme']",0,0,1,0,1,0,0,0,0
1075,"['romantic', 'expressionnisme']",0,0,1,0,1,0,0,0,0
1076,['romantic'],0,0,1,0,0,0,0,0,0
1077,['expressionnisme'],0,0,0,0,1,0,0,0,0
1078,['cute'],0,1,0,0,0,0,0,0,0
1079,['romantic'],0,0,1,0,0,0,0,0,0
1080,"['romantic', 'grotesque']",0,0,1,0,0,0,0,1,0
1081,"['expressionnisme', 'humor']",0,0,0,0,1,0,0,0,1
1082,"['grotesque', 'humor']",0,0,0,0,0,0,0,1,1
1083,"['grotesque', 'humor']",0,0,0,0,0,0,0,1,1
1084,"['classic', 'romantic']",1,0,1,0,0,0,0,0,0
1085,"['romantic', 'expressionnisme']",0,0,1,0,1,0,0,0,0
1086,"['classic', 'romantic']",1,0,1,0,0,0,0,0,0
1087,"['classic', 'romantic']",1,0,1,0,0,0,0,0,0
1088,"['classic', 'romantic']",1,0,1,0,0,0,0,0,0
1089,"['classic', 'romantic']",1,0,1,0,0,0,0,0,0
1090,"['expressionnisme', 'decoration']",0,0,0,0,1,0,1,0,0
1091,['romantic'],0,0,1,0,0,0,0,0,0
1092,"['classic', 'romantic']",1,0,1,0,0,0,0,0,0
1093,"['classic', 'romantic']",1,0,1,0,0,0,0,0,0
1094,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1095,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1096,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1097,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1098,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1099,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1100,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1101,"['abstract', 'decoration']",0,0,0,0,0,1,1,0,0
1102,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1103,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1104,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1105,"['cute', 'decoration']",0,1,0,0,0,0,1,0,0
1106,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1107,['romantic'],0,0,1,0,0,0,0,0,0
1108,['romantic'],0,0,1,0,0,0,0,0,0
1109,['romantic'],0,0,1,0,0,0,0,0,0
1110,['romantic'],0,0,1,0,0,0,0,0,0
1111,['romantic'],0,0,1,0,0,0,0,0,0
1112,"['abstract', 'decoration']",0,0,0,0,0,1,1,0,0
1113,['decoration'],0,0,0,0,0,0,1,0,0
1114,"['expressionnisme', 'humor']",0,0,0,0,1,0,0,0,1
1115,"['romantic', 'expressionnisme']",0,0,1,0,1,0,0,0,0
1116,['decoration'],0,0,0,0,0,0,1,0,0
1117,"['expressionnisme', 'decoration']",0,0,0,0,1,0,1,0,0
1118,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1119,"['cute', 'decoration']",0,1,0,0,0,0,1,0,0
1120,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1121,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1122,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1123,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1124,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1125,"['realistic', 'grotesque']",0,0,0,1,0,0,0,1,0
1126,"['romantic', 'grotesque']",0,0,1,0,0,0,0,1,0
1127,"['realistic', 'grotesque']",0,0,0,1,0,0,0,1,0
1128,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1129,"['classic', 'grotesque']",1,0,0,0,0,0,0,1,0
1130,"['classic', 'grotesque']",1,0,0,0,0,0,0,1,0
1131,"['classic', 'grotesque']",1,0,0,0,0,0,0,1,0
1132,"['classic', 'grotesque']",1,0,0,0,0,0,0,1,0
1133,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1134,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1135,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1136,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1137,['romantic'],0,0,1,0,0,0,0,0,0
1138,"['romantic', 'decoration']",0,0,1,0,0,0,1,0,0
1139,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1140,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1141,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1142,"['cute', 'decoration']",0,1,0,0,0,0,1,0,0
1143,"['cute', 'decoration']",0,1,0,0,0,0,1,0,0
1144,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1145,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1146,"['classic', 'romantic']",1,0,1,0,0,0,0,0,0
1147,"['classic', 'cute']",1,1,0,0,0,0,0,0,0
1148,"['classic', 'romantic']",1,0,1,0,0,0,0,0,0
1149,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1150,"['romantic', 'realistic']",0,0,1,1,0,0,0,0,0
1151,"['classic', 'romantic']",1,0,1,0,0,0,0,0,0
1152,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1153,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1154,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1155,"['classic', 'cute']",1,1,0,0,0,0,0,0,0
1156,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1157,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1158,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1159,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1160,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1161,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1162,"['decoration', 'humor']",0,0,0,0,0,0,1,0,1
1163,"['romantic', 'decoration']",0,0,1,0,0,0,1,0,0
1164,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1165,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1166,"['decoration', 'humor']",0,0,0,0,0,0,1,0,1
1167,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1168,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1169,"['cute', 'decoration']",0,1,0,0,0,0,1,0,0
1170,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1171,"['grotesque', 'humor']",0,0,0,0,0,0,0,1,1
1172,"['classic', 'cute']",1,1,0,0,0,0,0,0,0
1173,"['classic', 'cute']",1,1,0,0,0,0,0,0,0
1174,"['classic', 'humor']",1,0,0,0,0,0,0,0,1
1175,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1176,"['classic', 'romantic']",1,0,1,0,0,0,0,0,0
1177,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1178,"['classic', 'cute']",1,1,0,0,0,0,0,0,0
1179,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1180,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1181,"['romantic', 'grotesque']",0,0,1,0,0,0,0,1,0
1182,['romantic'],0,0,1,0,0,0,0,0,0
1183,"['classic', 'humor']",1,0,0,0,0,0,0,0,1
1184,"['cute', 'grotesque']",0,1,0,0,0,0,0,1,0
1185,"['classic', 'humor']",1,0,0,0,0,0,0,0,1
1186,"['classic', 'romantic']",1,0,1,0,0,0,0,0,0
1187,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1188,"['cute', 'decoration']",0,1,0,0,0,0,1,0,0
1189,"['classic', 'romantic']",1,0,1,0,0,0,0,0,0
1190,"['cute', 'realistic']",0,1,0,1,0,0,0,0,0
1191,"['cute', 'realistic']",0,1,0,1,0,0,0,0,0
1192,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1193,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1194,"['classic', 'cute']",1,1,0,0,0,0,0,0,0
1195,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1196,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1197,"['classic', 'romantic']",1,0,1,0,0,0,0,0,0
1198,"['classic', 'cute']",1,1,0,0,0,0,0,0,0
1199,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1200,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1201,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1202,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1203,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1204,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1205,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1206,['humor'],0,0,0,0,0,0,0,0,1
1207,['cute'],0,1,0,0,0,0,0,0,0
1208,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1209,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1210,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1211,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1212,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1213,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1214,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1215,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1216,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1217,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1218,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1219,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1220,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1221,"['classic', 'cute']",1,1,0,0,0,0,0,0,0
1222,"['classic', 'cute']",1,1,0,0,0,0,0,0,0
1223,"['classic', 'cute']",1,1,0,0,0,0,0,0,0
1224,"['classic', 'cute']",1,1,0,0,0,0,0,0,0
1225,"['classic', 'cute']",1,1,0,0,0,0,0,0,0
1226,"['classic', 'cute']",1,1,0,0,0,0,0,0,0
1227,"['classic', 'cute']",1,1,0,0,0,0,0,0,0
1228,"['classic', 'cute']",1,1,0,0,0,0,0,0,0
1229,"['classic', 'cute']",1,1,0,0,0,0,0,0,0
1230,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1231,"['classic', 'cute']",1,1,0,0,0,0,0,0,0
1232,"['classic', 'cute']",1,1,0,0,0,0,0,0,0
1233,"['classic', 'romantic']",1,0,1,0,0,0,0,0,0
1234,"['classic', 'cute']",1,1,0,0,0,0,0,0,0
1235,"['classic', 'cute']",1,1,0,0,0,0,0,0,0
1236,"['classic', 'cute']",1,1,0,0,0,0,0,0,0
1237,"['classic', 'cute']",1,1,0,0,0,0,0,0,0
1238,"['classic', 'cute']",1,1,0,0,0,0,0,0,0
1239,"['classic', 'romantic']",1,0,1,0,0,0,0,0,0
1240,"['classic', 'abstract']",1,0,0,0,0,1,0,0,0
1241,"['classic', 'romantic']",1,0,1,0,0,0,0,0,0
1242,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1243,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1244,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1245,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1246,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1247,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1248,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1249,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1250,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1251,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1252,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1253,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1254,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1255,['cute'],0,1,0,0,0,0,0,0,0
1256,['cute'],0,1,0,0,0,0,0,0,0
1257,['cute'],0,1,0,0,0,0,0,0,0
1258,['cute'],0,1,0,0,0,0,0,0,0
1259,['cute'],0,1,0,0,0,0,0,0,0
1260,['cute'],0,1,0,0,0,0,0,0,0
1261,['cute'],0,1,0,0,0,0,0,0,0
1262,['cute'],0,1,0,0,0,0,0,0,0
1263,['cute'],0,1,0,0,0,0,0,0,0
1264,['cute'],0,1,0,0,0,0,0,0,0
1265,['cute'],0,1,0,0,0,0,0,0,0
1266,['cute'],0,1,0,0,0,0,0,0,0
1267,['cute'],0,1,0,0,0,0,0,0,0
1268,['cute'],0,1,0,0,0,0,0,0,0
1269,['cute'],0,1,0,0,0,0,0,0,0
1270,['cute'],0,1,0,0,0,0,0,0,0
1271,['cute'],0,1,0,0,0,0,0,0,0
1272,['cute'],0,1,0,0,0,0,0,0,0
1273,['cute'],0,1,0,0,0,0,0,0,0
1274,['cute'],0,1,0,0,0,0,0,0,0
1275,['cute'],0,1,0,0,0,0,0,0,0
1276,['cute'],0,1,0,0,0,0,0,0,0
1277,['cute'],0,1,0,0,0,0,0,0,0
1278,['cute'],0,1,0,0,0,0,0,0,0
1279,['cute'],0,1,0,0,0,0,0,0,0
1280,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1281,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1282,['cute'],0,1,0,0,0,0,0,0,0
1283,"['cute', 'expressionnisme']",0,1,0,0,1,0,0,0,0
1284,"['cute', 'expressionnisme']",0,1,0,0,1,0,0,0,0
1285,"['cute', 'expressionnisme']",0,1,0,0,1,0,0,0,0
1286,"['expressionnisme', 'abstract']",0,0,0,0,1,1,0,0,0
1287,"['cute', 'expressionnisme']",0,1,0,0,1,0,0,0,0
1288,"['expressionnisme', 'decoration']",0,0,0,0,1,0,1,0,0
1289,"['expressionnisme', 'decoration']",0,0,0,0,1,0,1,0,0
1290,"['expressionnisme', 'decoration']",0,0,0,0,1,0,1,0,0
1291,"['cute', 'expressionnisme']",0,1,0,0,1,0,0,0,0
1292,"['expressionnisme', 'humor']",0,0,0,0,1,0,0,0,1
1293,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1294,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1295,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1296,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1297,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1298,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1299,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1300,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1301,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1302,"['cute', 'abstract']",0,1,0,0,0,1,0,0,0
1303,"['cute', 'abstract']",0,1,0,0,0,1,0,0,0
1304,"['cute', 'expressionnisme']",0,1,0,0,1,0,0,0,0
1305,"['cute', 'abstract']",0,1,0,0,0,1,0,0,0
1306,"['cute', 'expressionnisme']",0,1,0,0,1,0,0,0,0
1307,"['cute', 'expressionnisme']",0,1,0,0,1,0,0,0,0
1308,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1309,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1310,"['cute', 'expressionnisme']",0,1,0,0,1,0,0,0,0
1311,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1312,"['abstract', 'decoration']",0,0,0,0,0,1,1,0,0
1313,"['cute', 'decoration']",0,1,0,0,0,0,1,0,0
1314,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1315,"['romantic', 'expressionnisme']",0,0,1,0,1,0,0,0,0
1316,"['cute', 'abstract']",0,1,0,0,0,1,0,0,0
1317,"['cute', 'expressionnisme']",0,1,0,0,1,0,0,0,0
1318,"['cute', 'expressionnisme']",0,1,0,0,1,0,0,0,0
1319,"['romantic', 'abstract']",0,0,1,0,0,1,0,0,0
1320,"['romantic', 'abstract']",0,0,1,0,0,1,0,0,0
1321,"['romantic', 'abstract']",0,0,1,0,0,1,0,0,0
1322,"['expressionnisme', 'abstract']",0,0,0,0,1,1,0,0,0
1323,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1324,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1325,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1326,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1327,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1328,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1329,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1330,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1331,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1332,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1333,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1334,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1335,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1336,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1337,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1338,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1339,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1340,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1341,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1342,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1343,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1344,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1345,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1346,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1347,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1348,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1349,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1350,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1351,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1352,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1353,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1354,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1355,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1356,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1357,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1358,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1359,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1360,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1361,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1362,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1363,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1364,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1365,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1366,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1367,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1368,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1369,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1370,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1371,"['classic', 'realistic']",1,0,0,1,0,0,0,0,0
1372,"['cute', 'expressionnisme']",0,1,0,0,1,0,0,0,0
1373,"['cute', 'expressionnisme']",0,1,0,0,1,0,0,0,0
1374,"['cute', 'expressionnisme']",0,1,0,0,1,0,0,0,0
1375,"['cute', 'expressionnisme']",0,1,0,0,1,0,0,0,0
1376,"['romantic', 'expressionnisme']",0,0,1,0,1,0,0,0,0
1377,"['romantic', 'expressionnisme']",0,0,1,0,1,0,0,0,0
1378,"['romantic', 'expressionnisme']",0,0,1,0,1,0,0,0,0
1379,"['expressionnisme', 'humor']",0,0,0,0,1,0,0,0,1
1380,"['cute', 'expressionnisme']",0,1,0,0,1,0,0,0,0
1381,"['expressionnisme', 'humor']",0,0,0,0,1,0,0,0,1
1382,"['expressionnisme', 'humor']",0,0,0,0,1,0,0,0,1
1383,['expressionnisme'],0,0,0,0,1,0,0,0,0
1384,['expressionnisme'],0,0,0,0,1,0,0,0,0
1385,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1386,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1387,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1388,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1389,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1390,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1391,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1392,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1393,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1394,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1395,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1396,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1397,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1398,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1399,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1400,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1401,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1402,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1403,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1404,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1405,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1406,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1407,"['cute', 'humor']",0,1,0,0,0,0,0,0,1
1408,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1409,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1410,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1411,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1412,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1413,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1414,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1415,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1416,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1417,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1418,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
1419,"['cute', 'romantic']",0,1,1,0,0,0,0,0,0
