Id,Genre,happiness,love,trust,optimism,sadness,fear,disgust,anger,lost,surprise,touched,peace
1087,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1088,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1089,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1090,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1091,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1092,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1093,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1094,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1095,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1096,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1097,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
1098,"['trust', 'optimism']",0,0,1,1,0,0,0,0,0,0,0,0
1099,['lost'],0,0,0,0,0,0,0,0,1,0,0,0
1100,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1101,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
1102,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1103,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1104,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1105,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1106,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1107,['lost'],0,0,0,0,0,0,0,0,1,0,0,0
1108,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1109,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1110,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1111,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1112,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1113,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1114,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1115,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1116,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1117,"['trust', 'peace']",0,0,1,0,0,0,0,0,0,0,0,1
1118,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1119,"['trust', 'peace']",0,0,1,0,0,0,0,0,0,0,0,1
1120,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1121,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1122,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1123,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1124,['lost'],0,0,0,0,0,0,0,0,1,0,0,0
1125,"['sadness', 'lost']",0,0,0,0,1,0,0,0,1,0,0,0
1126,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1127,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1128,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1129,"['optimism', 'fear']",0,0,0,1,0,1,0,0,0,0,0,0
1130,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1131,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1132,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1133,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1134,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1135,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1136,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1137,['anger'],0,0,0,0,0,0,0,1,0,0,0,0
1138,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1139,"['love', 'peace']",0,1,0,0,0,0,0,0,0,0,0,1
1140,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1141,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1142,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1143,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1144,['anger'],0,0,0,0,0,0,0,1,0,0,0,0
1145,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1146,"['love', 'trust', 'touched']",0,1,1,0,0,0,0,0,0,0,1,0
1147,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1148,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1149,"['love', 'trust', 'optimism']",0,1,1,1,0,0,0,0,0,0,0,0
1150,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1151,"['happiness', 'love', 'trust']",1,1,1,0,0,0,0,0,0,0,0,0
1152,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1153,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1154,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1155,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1156,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1157,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1158,"['happiness', 'love', 'trust']",1,1,1,0,0,0,0,0,0,0,0,0
1159,['love'],0,1,0,0,0,0,0,0,0,0,0,0
1160,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1161,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1162,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1163,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1164,['love'],0,1,0,0,0,0,0,0,0,0,0,0
1165,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1166,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1167,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1168,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1169,['anger'],0,0,0,0,0,0,0,1,0,0,0,0
1170,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1171,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1172,"['trust', 'optimism']",0,0,1,1,0,0,0,0,0,0,0,0
1173,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1174,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1175,"['happiness', 'love', 'trust']",1,1,1,0,0,0,0,0,0,0,0,0
1176,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1177,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1178,"['love', 'trust', 'touched']",0,1,1,0,0,0,0,0,0,0,1,0
1179,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1180,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1181,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1182,"['trust', 'fear']",0,0,1,0,0,1,0,0,0,0,0,0
1183,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1184,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1185,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1186,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1187,"['happiness', 'trust']",1,0,1,0,0,0,0,0,0,0,0,0
1188,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1189,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1190,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1191,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1192,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1193,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1194,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1195,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1196,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1197,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1198,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1199,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1200,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1201,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1202,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1203,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1204,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1205,"['happiness', 'love']",1,1,0,0,0,0,0,0,0,0,0,0
1206,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1207,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1208,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1209,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1210,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1211,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1212,"['happiness', 'love', 'trust']",1,1,1,0,0,0,0,0,0,0,0,0
1213,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1214,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1215,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1216,"['love', 'trust', 'touched']",0,1,1,0,0,0,0,0,0,0,1,0
1217,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1218,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1219,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1220,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1221,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1222,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1223,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1224,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1225,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1226,"['happiness', 'trust']",1,0,1,0,0,0,0,0,0,0,0,0
1227,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1228,"['happiness', 'trust']",1,0,1,0,0,0,0,0,0,0,0,0
1229,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1230,['anger'],0,0,0,0,0,0,0,1,0,0,0,0
1231,['anger'],0,0,0,0,0,0,0,1,0,0,0,0
1232,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1233,"['happiness', 'love', 'trust']",1,1,1,0,0,0,0,0,0,0,0,0
1234,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1235,"['trust', 'peace']",0,0,1,0,0,0,0,0,0,0,0,1
1236,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1237,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1238,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1239,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1240,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1241,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1242,"['happiness', 'love', 'trust']",1,1,1,0,0,0,0,0,0,0,0,0
1243,"['happiness', 'love']",1,1,0,0,0,0,0,0,0,0,0,0
1244,"['happiness', 'love']",1,1,0,0,0,0,0,0,0,0,0,0
1245,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1246,"['happiness', 'love', 'trust']",1,1,1,0,0,0,0,0,0,0,0,0
1247,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1248,"['happiness', 'optimism']",1,0,0,1,0,0,0,0,0,0,0,0
1249,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1250,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1251,"['happiness', 'trust']",1,0,1,0,0,0,0,0,0,0,0,0
1252,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1253,"['happiness', 'trust']",1,0,1,0,0,0,0,0,0,0,0,0
1254,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1255,"['happiness', 'trust', 'optimism']",1,0,1,1,0,0,0,0,0,0,0,0
1256,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1257,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1258,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1259,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1260,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1261,['lost'],0,0,0,0,0,0,0,0,1,0,0,0
1262,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1263,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1264,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1265,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1266,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1267,['lost'],0,0,0,0,0,0,0,0,1,0,0,0
1268,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1269,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1270,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1271,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1272,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1273,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1274,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1275,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1276,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1277,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1278,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1279,['love'],0,1,0,0,0,0,0,0,0,0,0,0
1280,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1281,"['happiness', 'trust']",1,0,1,0,0,0,0,0,0,0,0,0
1282,"['happiness', 'optimism']",1,0,0,1,0,0,0,0,0,0,0,0
1283,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1284,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1285,"['optimism', 'peace']",0,0,0,1,0,0,0,0,0,0,0,1
1286,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1287,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1288,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1289,"['love', 'optimism']",0,1,0,1,0,0,0,0,0,0,0,0
1290,"['optimism', 'peace']",0,0,0,1,0,0,0,0,0,0,0,1
1291,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1292,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1293,"['happiness', 'love', 'trust']",1,1,1,0,0,0,0,0,0,0,0,0
1294,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1295,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1296,"['happiness', 'love', 'trust']",1,1,1,0,0,0,0,0,0,0,0,0
1297,"['trust', 'sadness']",0,0,1,0,1,0,0,0,0,0,0,0
1298,"['happiness', 'love', 'trust']",1,1,1,0,0,0,0,0,0,0,0,0
1299,['lost'],0,0,0,0,0,0,0,0,1,0,0,0
1300,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1301,"['happiness', 'love', 'trust']",1,1,1,0,0,0,0,0,0,0,0,0
1302,"['love', 'optimism']",0,1,0,1,0,0,0,0,0,0,0,0
1303,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1304,['lost'],0,0,0,0,0,0,0,0,1,0,0,0
1305,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1306,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1307,"['happiness', 'peace']",1,0,0,0,0,0,0,0,0,0,0,1
1308,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1309,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1310,['lost'],0,0,0,0,0,0,0,0,1,0,0,0
1311,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1312,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1313,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1314,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1315,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1316,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1317,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1318,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1319,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1320,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1321,"['optimism', 'peace']",0,0,0,1,0,0,0,0,0,0,0,1
1322,"['optimism', 'peace']",0,0,0,1,0,0,0,0,0,0,0,1
1323,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1324,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1325,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1326,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1327,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1328,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1329,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1330,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1331,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1332,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1333,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1334,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1335,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1336,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1337,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
1338,"['trust', 'sadness']",0,0,1,0,1,0,0,0,0,0,0,0
1339,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1340,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1341,"['trust', 'sadness']",0,0,1,0,1,0,0,0,0,0,0,0
1342,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1343,"['happiness', 'trust']",1,0,1,0,0,0,0,0,0,0,0,0
1344,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
1345,"['happiness', 'love', 'trust']",1,1,1,0,0,0,0,0,0,0,0,0
1346,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
1347,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1348,"['trust', 'fear']",0,0,1,0,0,1,0,0,0,0,0,0
1349,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
1350,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1351,"['happiness', 'trust']",1,0,1,0,0,0,0,0,0,0,0,0
1352,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1353,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1354,"['trust', 'fear']",0,0,1,0,0,1,0,0,0,0,0,0
1355,"['love', 'trust', 'sadness']",0,1,1,0,1,0,0,0,0,0,0,0
1356,['lost'],0,0,0,0,0,0,0,0,1,0,0,0
1357,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1358,"['happiness', 'trust']",1,0,1,0,0,0,0,0,0,0,0,0
1359,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
1360,['lost'],0,0,0,0,0,0,0,0,1,0,0,0
1361,"['trust', 'sadness']",0,0,1,0,1,0,0,0,0,0,0,0
1362,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1363,['lost'],0,0,0,0,0,0,0,0,1,0,0,0
1364,"['sadness', 'anger']",0,0,0,0,1,0,0,1,0,0,0,0
1365,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
1366,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1367,['anger'],0,0,0,0,0,0,0,1,0,0,0,0
1368,"['trust', 'sadness']",0,0,1,0,1,0,0,0,0,0,0,0
1369,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1370,['lost'],0,0,0,0,0,0,0,0,1,0,0,0
1371,"['happiness', 'love', 'trust']",1,1,1,0,0,0,0,0,0,0,0,0
1372,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1373,"['optimism', 'peace']",0,0,0,1,0,0,0,0,0,0,0,1
1374,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1375,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1376,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1377,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1378,"['optimism', 'peace']",0,0,0,1,0,0,0,0,0,0,0,1
1379,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1380,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1381,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1382,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1383,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1384,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1385,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1386,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1387,"['trust', 'optimism']",0,0,1,1,0,0,0,0,0,0,0,0
1388,['love'],0,1,0,0,0,0,0,0,0,0,0,0
1389,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1390,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1391,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1392,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1393,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1394,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1395,['love'],0,1,0,0,0,0,0,0,0,0,0,0
1396,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1397,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1398,['love'],0,1,0,0,0,0,0,0,0,0,0,0
1399,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1400,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1401,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1402,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1403,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1404,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1405,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1406,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1407,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1408,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1409,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1410,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1411,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1412,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1413,"['happiness', 'trust']",1,0,1,0,0,0,0,0,0,0,0,0
1414,['lost'],0,0,0,0,0,0,0,0,1,0,0,0
1415,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1416,"['happiness', 'trust']",1,0,1,0,0,0,0,0,0,0,0,0
1417,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1418,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1419,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1420,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1421,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1422,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
1423,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1424,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1425,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
1426,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1427,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1428,"['happiness', 'trust']",1,0,1,0,0,0,0,0,0,0,0,0
1429,"['happiness', 'love', 'trust']",1,1,1,0,0,0,0,0,0,0,0,0
1430,"['happiness', 'trust']",1,0,1,0,0,0,0,0,0,0,0,0
1431,"['happiness', 'trust']",1,0,1,0,0,0,0,0,0,0,0,0
1432,"['happiness', 'trust']",1,0,1,0,0,0,0,0,0,0,0,0
1433,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1434,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1435,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1436,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1437,['lost'],0,0,0,0,0,0,0,0,1,0,0,0
1438,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1439,['surprise'],0,0,0,0,0,0,0,0,0,1,0,0
1440,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1441,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1442,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1443,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1444,['sadness'],0,0,0,0,1,0,0,0,0,0,0,0
1445,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1446,['surprise'],0,0,0,0,0,0,0,0,0,1,0,0
1447,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1448,['anger'],0,0,0,0,0,0,0,1,0,0,0,0
1449,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1450,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1451,['anger'],0,0,0,0,0,0,0,1,0,0,0,0
1452,['anger'],0,0,0,0,0,0,0,1,0,0,0,0
1453,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1454,['anger'],0,0,0,0,0,0,0,1,0,0,0,0
1455,['disgust'],0,0,0,0,0,0,1,0,0,0,0,0
1456,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1457,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1458,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1459,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1460,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1461,['fear'],0,0,0,0,0,1,0,0,0,0,0,0
1462,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1463,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1464,['anger'],0,0,0,0,0,0,0,1,0,0,0,0
1465,['peace'],0,0,0,0,0,0,0,0,0,0,0,1
1466,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1467,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
1468,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1469,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1470,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1471,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1472,['love'],0,1,0,0,0,0,0,0,0,0,0,0
1473,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1474,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1475,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1476,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1477,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1478,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1479,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1480,['trust'],0,0,1,0,0,0,0,0,0,0,0,0
1481,"['love', 'trust']",0,1,1,0,0,0,0,0,0,0,0,0
1482,['love'],0,1,0,0,0,0,0,0,0,0,0,0
1483,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1484,['optimism'],0,0,0,1,0,0,0,0,0,0,0,0
1485,"['love', 'trust', 'touched']",0,1,1,0,0,0,0,0,0,0,1,0
1486,['anger'],0,0,0,0,0,0,0,1,0,0,0,0
1487,['lost'],0,0,0,0,0,0,0,0,1,0,0,0
1488,"['happiness', 'love', 'trust']",1,1,1,0,0,0,0,0,0,0,0,0
1489,['anger'],0,0,0,0,0,0,0,1,0,0,0,0
1490,['happiness'],1,0,0,0,0,0,0,0,0,0,0,0
