Id,Genre,family,friendship,adventure,enjoy-life,beautiful-scenery,home,holiday,imaginary,nostalgia,loneliness,growth,sick
1016,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1017,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1018,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1019,['enjoy-life'],0,0,0,1,0,0,0,0,0,0,0,0
1020,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
1021,['enjoy-life'],0,0,0,1,0,0,0,0,0,0,0,0
1022,['enjoy-life'],0,0,0,1,0,0,0,0,0,0,0,0
1023,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1024,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
1025,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1026,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1027,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1028,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1029,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
1030,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1031,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1032,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1033,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1034,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1035,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1036,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1037,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1038,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1039,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1040,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1041,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1042,"['enjoy-life', 'beautiful-scenery']",0,0,0,1,1,0,0,0,0,0,0,0
1043,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1044,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1045,"['family', 'holiday']",1,0,0,0,0,0,1,0,0,0,0,0
1046,['beautiful-scenery'],0,0,0,0,1,0,0,0,0,0,0,0
1047,"['adventure', 'enjoy-life']",0,0,1,1,0,0,0,0,0,0,0,0
1048,['enjoy-life'],0,0,0,1,0,0,0,0,0,0,0,0
1049,"['family', 'holiday']",1,0,0,0,0,0,1,0,0,0,0,0
1050,['enjoy-life'],0,0,0,1,0,0,0,0,0,0,0,0
1051,['holiday'],0,0,0,0,0,0,1,0,0,0,0,0
1052,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1053,"['family', 'holiday']",1,0,0,0,0,0,1,0,0,0,0,0
1054,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1055,"['family', 'holiday']",1,0,0,0,0,0,1,0,0,0,0,0
1056,"['family', 'holiday']",1,0,0,0,0,0,1,0,0,0,0,0
1057,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1058,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1059,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1060,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1061,['enjoy-life'],0,0,0,1,0,0,0,0,0,0,0,0
1062,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1063,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1064,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1065,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1066,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1067,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1068,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1069,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1070,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1071,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1072,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1073,['nostalgia'],0,0,0,0,0,0,0,0,1,0,0,0
1074,"['adventure', 'nostalgia']",0,0,1,0,0,0,0,0,1,0,0,0
1075,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1076,"['adventure', 'nostalgia']",0,0,1,0,0,0,0,0,1,0,0,0
1077,"['adventure', 'nostalgia']",0,0,1,0,0,0,0,0,1,0,0,0
1078,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1079,"['adventure', 'nostalgia']",0,0,1,0,0,0,0,0,1,0,0,0
1080,"['imaginary', 'sick']",0,0,0,0,0,0,0,1,0,0,0,1
1081,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1082,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
1083,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1084,"['adventure', 'nostalgia']",0,0,1,0,0,0,0,0,1,0,0,0
1085,"['friendship', 'adventure']",0,1,1,0,0,0,0,0,0,0,0,0
1086,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1087,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1088,"['adventure', 'nostalgia']",0,0,1,0,0,0,0,0,1,0,0,0
1089,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1090,['sick'],0,0,0,0,0,0,0,0,0,0,0,1
1091,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1092,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1093,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1094,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1095,['enjoy-life'],0,0,0,1,0,0,0,0,0,0,0,0
1096,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1097,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
1098,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1099,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1100,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1101,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
1102,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1103,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1104,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1105,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1106,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1107,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
1108,['enjoy-life'],0,0,0,1,0,0,0,0,0,0,0,0
1109,['enjoy-life'],0,0,0,1,0,0,0,0,0,0,0,0
1110,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1111,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1112,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1113,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1114,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1115,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1116,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1117,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1118,['beautiful-scenery'],0,0,0,0,1,0,0,0,0,0,0,0
1119,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1120,['beautiful-scenery'],0,0,0,0,1,0,0,0,0,0,0,0
1121,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1122,"['adventure', 'growth']",0,0,1,0,0,0,0,0,0,0,1,0
1123,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1124,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1125,"['loneliness', 'growth']",0,0,0,0,0,0,0,0,0,1,1,0
1126,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1127,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1128,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1129,"['adventure', 'growth']",0,0,1,0,0,0,0,0,0,0,1,0
1130,"['friendship', 'adventure']",0,1,1,0,0,0,0,0,0,0,0,0
1131,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1132,"['friendship', 'adventure']",0,1,1,0,0,0,0,0,0,0,0,0
1133,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1134,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1135,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1136,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1137,['enjoy-life'],0,0,0,1,0,0,0,0,0,0,0,0
1138,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1139,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1140,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1141,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1142,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1143,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1144,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1145,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1146,"['family', 'beautiful-scenery', 'growth']",1,0,0,0,1,0,0,0,0,0,1,0
1147,"['family', 'growth']",1,0,0,0,0,0,0,0,0,0,1,0
1148,"['enjoy-life', 'growth']",0,0,0,1,0,0,0,0,0,0,1,0
1149,"['enjoy-life', 'growth']",0,0,0,1,0,0,0,0,0,0,1,0
1150,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1151,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1152,"['family', 'growth']",1,0,0,0,0,0,0,0,0,0,1,0
1153,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1154,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1155,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1156,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1157,"['family', 'growth']",1,0,0,0,0,0,0,0,0,0,1,0
1158,"['family', 'holiday']",1,0,0,0,0,0,1,0,0,0,0,0
1159,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1160,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1161,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1162,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1163,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
1164,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1165,['enjoy-life'],0,0,0,1,0,0,0,0,0,0,0,0
1166,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1167,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1168,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1169,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1170,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1171,['sick'],0,0,0,0,0,0,0,0,0,0,0,1
1172,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1173,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1174,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1175,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1176,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1177,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1178,"['family', 'enjoy-life', 'growth']",1,0,0,1,0,0,0,0,0,0,1,0
1179,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1180,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1181,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1182,"['friendship', 'adventure']",0,1,1,0,0,0,0,0,0,0,0,0
1183,"['adventure', 'growth']",0,0,1,0,0,0,0,0,0,0,1,0
1184,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1185,"['friendship', 'adventure']",0,1,1,0,0,0,0,0,0,0,0,0
1186,"['loneliness', 'growth']",0,0,0,0,0,0,0,0,0,1,1,0
1187,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1188,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1189,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1190,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1191,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1192,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1193,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1194,"['family', 'beautiful-scenery']",1,0,0,0,1,0,0,0,0,0,0,0
1195,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1196,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1197,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1198,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1199,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1200,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1201,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1202,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1203,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1204,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1205,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1206,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1207,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1208,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1209,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1210,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1211,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1212,"['friendship', 'adventure']",0,1,1,0,0,0,0,0,0,0,0,0
1213,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1214,"['friendship', 'adventure']",0,1,1,0,0,0,0,0,0,0,0,0
1215,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1216,"['friendship', 'adventure']",0,1,1,0,0,0,0,0,0,0,0,0
1217,"['friendship', 'adventure', 'beautiful-scenery']",0,1,1,0,1,0,0,0,0,0,0,0
1218,['enjoy-life'],0,0,0,1,0,0,0,0,0,0,0,0
1219,"['friendship', 'adventure']",0,1,1,0,0,0,0,0,0,0,0,0
1220,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1221,"['friendship', 'nostalgia']",0,1,0,0,0,0,0,0,1,0,0,0
1222,"['friendship', 'nostalgia']",0,1,0,0,0,0,0,0,1,0,0,0
1223,"['enjoy-life', 'nostalgia']",0,0,0,1,0,0,0,0,1,0,0,0
1224,"['nostalgia', 'growth']",0,0,0,0,0,0,0,0,1,0,1,0
1225,"['friendship', 'nostalgia']",0,1,0,0,0,0,0,0,1,0,0,0
1226,"['friendship', 'nostalgia']",0,1,0,0,0,0,0,0,1,0,0,0
1227,"['friendship', 'nostalgia']",0,1,0,0,0,0,0,0,1,0,0,0
1228,"['friendship', 'nostalgia']",0,1,0,0,0,0,0,0,1,0,0,0
1229,"['friendship', 'nostalgia']",0,1,0,0,0,0,0,0,1,0,0,0
1230,"['friendship', 'nostalgia']",0,1,0,0,0,0,0,0,1,0,0,0
1231,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1232,"['friendship', 'nostalgia']",0,1,0,0,0,0,0,0,1,0,0,0
1233,"['friendship', 'beautiful-scenery', 'nostalgia']",0,1,0,0,1,0,0,0,1,0,0,0
1234,"['friendship', 'nostalgia']",0,1,0,0,0,0,0,0,1,0,0,0
1235,"['home', 'nostalgia']",0,0,0,0,0,1,0,0,1,0,0,0
1236,"['nostalgia', 'growth']",0,0,0,0,0,0,0,0,1,0,1,0
1237,"['home', 'nostalgia']",0,0,0,0,0,1,0,0,1,0,0,0
1238,"['home', 'nostalgia']",0,0,0,0,0,1,0,0,1,0,0,0
1239,"['family', 'nostalgia']",1,0,0,0,0,0,0,0,1,0,0,0
1240,"['friendship', 'nostalgia']",0,1,0,0,0,0,0,0,1,0,0,0
1241,"['friendship', 'nostalgia']",0,1,0,0,0,0,0,0,1,0,0,0
1242,"['family', 'friendship', 'growth']",1,1,0,0,0,0,0,0,0,0,1,0
1243,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1244,"['friendship', 'growth']",0,1,0,0,0,0,0,0,0,0,1,0
1245,"['friendship', 'growth']",0,1,0,0,0,0,0,0,0,0,1,0
1246,"['friendship', 'growth']",0,1,0,0,0,0,0,0,0,0,1,0
1247,"['home', 'growth']",0,0,0,0,0,1,0,0,0,0,1,0
1248,"['enjoy-life', 'growth']",0,0,0,1,0,0,0,0,0,0,1,0
1249,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1250,"['family', 'friendship']",1,1,0,0,0,0,0,0,0,0,0,0
1251,['enjoy-life'],0,0,0,1,0,0,0,0,0,0,0,0
1252,"['enjoy-life', 'growth']",0,0,0,1,0,0,0,0,0,0,1,0
1253,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1254,"['friendship', 'enjoy-life']",0,1,0,1,0,0,0,0,0,0,0,0
1255,"['friendship', 'beautiful-scenery']",0,1,0,0,1,0,0,0,0,0,0,0
1256,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1257,['sick'],0,0,0,0,0,0,0,0,0,0,0,1
1258,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1259,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1260,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1261,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1262,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1263,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1264,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1265,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1266,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1267,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
1268,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1269,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1270,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1271,"['adventure', 'beautiful-scenery']",0,0,1,0,1,0,0,0,0,0,0,0
1272,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1273,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1274,"['friendship', 'adventure']",0,1,1,0,0,0,0,0,0,0,0,0
1275,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1276,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1277,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1278,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1279,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1280,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1281,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1282,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1283,['enjoy-life'],0,0,0,1,0,0,0,0,0,0,0,0
1284,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1285,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1286,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1287,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1288,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1289,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1290,"['beautiful-scenery', 'growth']",0,0,0,0,1,0,0,0,0,0,1,0
1291,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1292,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1293,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1294,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1295,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1296,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1297,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1298,"['family', 'growth']",1,0,0,0,0,0,0,0,0,0,1,0
1299,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1300,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1301,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1302,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
1303,"['adventure', 'imaginary']",0,0,1,0,0,0,0,1,0,0,0,0
1304,"['adventure', 'loneliness']",0,0,1,0,0,0,0,0,0,1,0,0
1305,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
1306,"['imaginary', 'growth']",0,0,0,0,0,0,0,1,0,0,1,0
1307,"['friendship', 'imaginary']",0,1,0,0,0,0,0,1,0,0,0,0
1308,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1309,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1310,"['adventure', 'loneliness']",0,0,1,0,0,0,0,0,0,1,0,0
1311,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1312,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1313,"['imaginary', 'growth']",0,0,0,0,0,0,0,1,0,0,1,0
1314,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1315,['beautiful-scenery'],0,0,0,0,1,0,0,0,0,0,0,0
1316,"['imaginary', 'growth']",0,0,0,0,0,0,0,1,0,0,1,0
1317,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1318,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
1319,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
1320,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
1321,['beautiful-scenery'],0,0,0,0,1,0,0,0,0,0,0,0
1322,['beautiful-scenery'],0,0,0,0,1,0,0,0,0,0,0,0
1323,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
1324,"['family', 'beautiful-scenery']",1,0,0,0,1,0,0,0,0,0,0,0
1325,['nostalgia'],0,0,0,0,0,0,0,0,1,0,0,0
1326,"['family', 'beautiful-scenery']",1,0,0,0,1,0,0,0,0,0,0,0
1327,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1328,"['family', 'beautiful-scenery']",1,0,0,0,1,0,0,0,0,0,0,0
1329,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1330,"['beautiful-scenery', 'home']",0,0,0,0,1,1,0,0,0,0,0,0
1331,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1332,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1333,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1334,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1335,"['beautiful-scenery', 'home']",0,0,0,0,1,1,0,0,0,0,0,0
1336,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1337,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1338,"['home', 'nostalgia']",0,0,0,0,0,1,0,0,1,0,0,0
1339,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1340,['beautiful-scenery'],0,0,0,0,1,0,0,0,0,0,0,0
1341,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1342,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1343,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1344,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
1345,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1346,['beautiful-scenery'],0,0,0,0,1,0,0,0,0,0,0,0
1347,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1348,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1349,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1350,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1351,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1352,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1353,['beautiful-scenery'],0,0,0,0,1,0,0,0,0,0,0,0
1354,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1355,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1356,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1357,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1358,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1359,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
1360,"['enjoy-life', 'beautiful-scenery']",0,0,0,1,1,0,0,0,0,0,0,0
1361,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1362,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1363,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1364,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1365,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1366,"['family', 'home']",1,0,0,0,0,1,0,0,0,0,0,0
1367,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1368,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1369,"['friendship', 'home']",0,1,0,0,0,1,0,0,0,0,0,0
1370,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1371,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1372,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1373,"['beautiful-scenery', 'growth']",0,0,0,0,1,0,0,0,0,0,1,0
1374,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1375,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1376,['beautiful-scenery'],0,0,0,0,1,0,0,0,0,0,0,0
1377,"['beautiful-scenery', 'growth']",0,0,0,0,1,0,0,0,0,0,1,0
1378,"['beautiful-scenery', 'growth']",0,0,0,0,1,0,0,0,0,0,1,0
1379,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1380,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1381,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1382,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1383,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1384,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1385,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1386,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1387,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1388,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1389,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1390,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1391,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1392,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1393,"['friendship', 'adventure']",0,1,1,0,0,0,0,0,0,0,0,0
1394,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1395,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1396,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1397,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1398,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1399,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1400,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1401,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1402,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1403,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1404,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
1405,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1406,['home'],0,0,0,0,0,1,0,0,0,0,0,0
1407,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1408,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1409,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
1410,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1411,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1412,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
1413,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1414,['enjoy-life'],0,0,0,1,0,0,0,0,0,0,0,0
1415,['enjoy-life'],0,0,0,1,0,0,0,0,0,0,0,0
1416,"['friendship', 'enjoy-life']",0,1,0,1,0,0,0,0,0,0,0,0
1417,['family'],1,0,0,0,0,0,0,0,0,0,0,0
1418,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
